Chemical Formula,Trace,State,Date
WX1,"['X1W', '1WX', 'X1W']",Solid,2013-08-05 00:31:29
K2W,"['K2W', 'W2K', '2WK']",Solid,2020-10-31 08:05:07
HN2,[],Solid,2010-02-06 03:25:20
5MB,['5MB'],Gas,2013-06-14 23:10:57
XL9,"['LX9', 'LX9']",Solid,2010-02-26 17:15:54
0JU,[],Solid,2016-12-08 15:18:10
0HV,"['0HV', '0VH', 'VH0']",Solid,2019-06-02 00:44:51
GO7,[],Gas,2020-07-31 16:35:05
L7A,[],Liquid,2020-03-05 04:59:50
MM1,"['1MM', '1MM', 'M1M']",Liquid,2019-05-06 01:38:36
6QG,['GQ6'],Solid,2015-06-02 00:04:41
X4N,['4NX'],Solid,2021-07-04 11:18:44
Y7X,"['7YX', '7XY']",Liquid,2019-10-11 17:11:08
6PK,"['6PK', '6KP', 'P6K']",Liquid,2016-06-24 17:15:15
8QQ,[],Solid,2018-01-26 16:41:25
M3I,['3MI'],Solid,2013-01-29 13:20:45
3NM,"['3MN', '3MN']",Gas,2014-08-30 00:00:30
IQ8,"['8IQ', 'Q8I', '8IQ']",Liquid,2016-09-29 17:48:09
6ZA,['Z6A'],Gas,2018-05-17 14:33:10
ZX4,"['X4Z', 'X4Z', 'Z4X']",Liquid,2018-09-18 02:16:11
SL2,"['2SL', 'S2L']",Solid,2017-11-21 16:32:48
6MV,"['6VM', 'MV6', '6VM']",Solid,2017-10-01 16:16:15
0SK,"['KS0', 'S0K']",Gas,2021-04-08 20:39:41
Y9D,"['9YD', 'Y9D', '9YD']",Gas,2015-05-20 21:41:35
OE6,"['EO6', '6OE']",Solid,2010-01-20 18:03:13
5LA,['AL5'],Liquid,2015-07-09 09:47:51
FW3,"['W3F', 'W3F', 'F3W']",Gas,2014-07-06 16:50:51
X3G,"['G3X', 'G3X', '3XG']",Gas,2010-02-28 05:05:40
KG2,['2KG'],Liquid,2016-11-05 15:27:21
1PB,"['1PB', 'PB1']",Supercritical fluid,2014-12-06 20:32:54
4VA,['4VA'],Liquid,2015-12-21 12:44:11
A7R,"['A7R', 'A7R', 'RA7']",Gas,2014-06-14 08:10:10
4GW,[],Liquid,2017-02-18 08:08:55
2AO,[],Solid,2013-11-27 03:12:07
GH3,"['H3G', '3GH', 'HG3']",Liquid,2010-03-30 19:51:35
2TY,[],Liquid,2010-02-06 04:58:19
LW1,[],Solid,2018-05-21 07:05:22
0VE,"['EV0', 'EV0', 'EV0']",Gas,2018-01-21 14:06:27
D0W,"['WD0', 'DW0']",Solid,2012-05-06 21:12:21
5ZS,['ZS5'],Gas,2014-02-20 15:12:06
E0G,[],Liquid,2014-03-03 18:38:46
F4O,"['F4O', 'F4O']",Solid,2020-09-05 05:05:58
8HK,"['HK8', 'K8H', '8HK']",Liquid,2017-02-24 11:55:10
GR3,['R3G'],Gas,2017-11-17 15:50:57
JV8,['J8V'],Solid,2015-08-10 08:07:29
BA3,"['B3A', '3BA']",Solid,2016-04-24 10:30:15
3EU,['EU3'],Gas,2014-11-29 19:20:07
QY0,['0QY'],Liquid,2013-05-29 18:01:29
A0G,['0AG'],Liquid,2019-08-05 20:40:08
J8O,[],Liquid,2020-01-22 20:20:31
LO8,['OL8'],Gas,2013-09-18 17:48:42
G0G,['0GG'],Gas,2015-09-23 16:02:45
K8W,"['WK8', 'WK8', '8WK']",Gas,2015-06-03 07:02:08
CL7,"['LC7', '7LC']",Gas,2021-02-02 07:21:57
5WJ,"['JW5', '5WJ']",Liquid,2010-03-30 09:31:38
WP8,"['8PW', 'WP8', 'WP8']",Solid,2014-06-22 18:34:58
Z7O,['7ZO'],Gas,2017-03-10 08:11:47
N4X,"['N4X', '4NX']",Solid,2011-05-07 07:46:19
WZ0,"['Z0W', 'Z0W']",Gas,2019-08-14 23:37:26
2PL,['LP2'],Liquid,2017-10-27 07:59:14
5MK,[],Liquid,2012-09-16 04:48:17
E8X,[],Solid,2019-09-17 15:17:07
E2S,[],Gas,2021-07-12 08:56:59
2GL,"['LG2', 'GL2', 'L2G']",Solid,2011-06-25 21:41:10
8PA,[],Solid,2017-11-23 09:44:45
IJ5,"['5IJ', '5IJ', '5JI']",Liquid,2016-04-07 20:46:08
L2R,['2RL'],Gas,2011-09-11 17:00:01
4QP,[],Liquid,2011-12-09 07:49:08
KS6,['K6S'],Solid,2011-12-17 15:59:25
X6N,"['XN6', 'NX6']",Liquid,2013-01-13 12:20:08
G4A,"['GA4', 'GA4', '4GA']",Solid,2019-09-30 05:55:51
6ZY,[],Solid,2014-12-21 01:48:13
E7N,"['EN7', 'N7E']",Gas,2012-03-30 03:26:26
WQ4,"['4WQ', '4QW']",Solid,2013-03-09 06:54:13
7ZV,"['V7Z', '7ZV']",Liquid,2012-10-11 16:27:13
XA4,['XA4'],Liquid,2020-05-13 09:48:14
B0Q,[],Supercritical fluid,2016-05-11 20:01:51
F2Q,"['QF2', 'QF2', '2QF']",Gas,2015-06-15 17:29:23
9KX,"['XK9', 'KX9']",Liquid,2011-10-17 16:37:32
S4U,['4SU'],Solid,2020-10-22 07:13:10
NJ7,[],Solid,2011-07-10 04:01:55
8OG,"['OG8', 'GO8']",Liquid,2018-02-20 14:19:35
5OU,['5UO'],Liquid,2015-10-23 02:51:02
0CC,['0CC'],Solid,2021-04-20 04:44:17
C7Y,"['7YC', '7CY', 'CY7']",Gas,2018-07-04 11:23:10
O8D,['OD8'],Gas,2020-12-08 16:24:20
OF3,['FO3'],Gas,2011-02-27 19:32:50
V8E,['VE8'],Gas,2021-11-25 00:10:12
G6Y,['6GY'],Solid,2018-06-03 14:44:35
DG0,"['D0G', 'GD0']",Solid,2016-06-02 17:43:44
2TS,"['2ST', 'ST2']",Gas,2017-12-17 13:53:34
G5X,['X5G'],Liquid,2013-08-17 06:07:31
1EV,"['EV1', 'EV1', 'EV1']",Liquid,2011-05-11 17:45:13
2CF,[],Liquid,2021-01-14 17:02:09
7EQ,['E7Q'],Gas,2019-12-13 17:25:35
1UT,['TU1'],Gas,2017-03-04 11:31:47
4QZ,[],Gas,2016-07-06 05:19:36
8QG,"['Q8G', '8GQ']",Liquid,2020-12-27 00:34:13
5VF,"['V5F', 'VF5', 'VF5']",Gas,2017-06-19 08:57:57
K9L,"['L9K', 'LK9', 'LK9']",Gas,2017-01-26 01:12:00
HO1,['H1O'],Gas,2014-08-18 09:17:37
U9X,"['UX9', 'XU9']",Gas,2021-02-05 00:06:35
RH9,['9RH'],Liquid,2020-05-16 15:36:35
5IL,"['5LI', 'IL5']",Solid,2014-06-09 21:24:30
8DO,[],Liquid,2011-06-04 12:50:28
Y6K,['K6Y'],Liquid,2013-04-19 12:09:21
7GI,['7GI'],Liquid,2015-03-06 02:07:02
MN8,"['N8M', '8NM', 'N8M']",Gas,2011-10-17 07:46:37
8AK,"['8AK', '8AK']",Solid,2020-02-03 06:37:06
5GT,"['T5G', 'T5G']",Supercritical fluid,2011-09-19 20:44:11
3BV,"['V3B', 'V3B']",Gas,2013-06-04 04:55:05
LN4,['4LN'],Liquid,2016-02-28 22:01:36
X3F,[],Solid,2011-03-29 09:23:07
A9Y,[],Liquid,2015-01-14 09:02:56
7KP,"['KP7', '7KP', 'PK7']",Liquid,2016-08-07 10:34:04
JG9,[],Solid,2010-08-28 01:48:24
2GO,['G2O'],Solid,2016-05-03 15:52:52
TL9,"['9LT', '9TL']",Gas,2016-12-12 23:59:33
S7X,"['X7S', '7SX']",Gas,2012-08-15 23:33:03
5QY,"['Y5Q', 'Q5Y', 'QY5']",Liquid,2021-09-23 23:08:25
HN6,[],Solid,2012-03-29 01:54:24
MC1,"['MC1', 'CM1']",Gas,2020-11-23 09:40:35
R3Y,"['YR3', 'Y3R']",Liquid,2014-12-14 05:19:25
H5G,"['G5H', '5GH']",Liquid,2012-05-01 03:23:26
U6S,['SU6'],Gas,2010-05-18 05:09:05
FV7,[],Gas,2016-09-13 01:57:35
T7C,"['CT7', 'CT7']",Liquid,2014-09-20 18:37:22
V1S,['VS1'],Liquid,2020-03-16 10:27:09
K8E,"['8EK', 'KE8', '8KE']",Solid,2016-11-10 17:02:37
4OO,"['4OO', 'O4O']",Gas,2014-10-16 06:27:40
3VL,"['3VL', 'V3L']",Liquid,2013-01-27 07:24:31
L3G,['3GL'],Solid,2014-05-06 14:10:23
L1G,"['1GL', '1LG']",Solid,2013-08-24 01:42:22
NP3,[],Solid,2011-03-18 01:01:13
LT0,[],Liquid,2014-06-15 08:25:33
H3Z,[],Liquid,2020-05-06 18:42:08
QA5,[],Solid,2018-01-08 21:05:39
MB9,['9MB'],Liquid,2012-04-20 14:17:42
0EN,['E0N'],Liquid,2011-11-14 16:56:21
S0Q,['Q0S'],Gas,2010-01-15 03:12:58
A5P,[],Liquid,2011-12-11 18:41:57
HX6,['X6H'],Gas,2012-04-01 21:24:53
6QZ,['Z6Q'],Liquid,2021-05-16 00:47:49
YG6,"['Y6G', 'GY6', 'Y6G']",Liquid,2017-05-26 10:29:21
U4I,['UI4'],Liquid,2017-06-23 23:11:39
JU4,['JU4'],Solid,2018-04-25 21:40:53
5HD,"['D5H', 'D5H', 'HD5']",Solid,2011-04-20 11:40:49
TI5,[],Liquid,2014-10-13 11:25:37
6ZY,"['ZY6', '6ZY']",Gas,2016-04-12 03:04:50
8UA,"['8AU', 'AU8']",Gas,2020-09-30 02:59:35
CQ2,"['2CQ', 'Q2C', 'CQ2']",Gas,2019-09-04 01:16:56
CS0,"['S0C', '0SC', '0CS']",Gas,2017-12-22 13:06:30
0AG,[],Liquid,2012-06-17 17:56:55
8YI,[],Solid,2017-07-29 16:17:12
F3X,"['3XF', 'XF3']",Gas,2019-04-09 07:05:57
ZV7,"['ZV7', 'ZV7', '7ZV']",Solid,2015-02-28 18:51:07
1EG,"['GE1', 'E1G', 'EG1']",Gas,2017-06-01 08:09:16
HJ8,"['JH8', 'J8H', '8JH']",Solid,2017-06-11 13:01:33
BD8,"['D8B', 'BD8']",Solid,2012-02-23 07:00:43
R3U,"['R3U', '3UR', 'U3R']",Liquid,2010-07-06 18:23:04
PT9,"['9TP', '9PT', 'PT9']",Gas,2018-04-17 14:34:06
A8W,[],Solid,2010-11-21 21:31:36
1NU,[],Gas,2018-09-18 22:03:44
Q3I,"['I3Q', '3IQ', 'QI3']",Liquid,2010-12-18 13:46:01
JL7,"['7JL', '7LJ']",Liquid,2016-06-19 18:51:12
O5Z,"['O5Z', '5OZ']",Liquid,2018-02-05 01:05:41
Y6U,"['YU6', '6YU', '6UY']",Gas,2011-02-09 10:48:27
VG4,['4GV'],Liquid,2017-06-09 13:21:45
9BR,[],Liquid,2010-10-26 06:26:37
CT9,['T9C'],Solid,2011-06-06 09:23:30
2WC,"['2WC', '2WC', 'CW2']",Liquid,2010-12-14 22:43:58
LT2,"['2TL', 'L2T', 'L2T']",Liquid,2017-07-13 05:58:16
6HX,['H6X'],Gas,2019-09-13 18:18:30
HU9,['9UH'],Liquid,2021-07-22 10:32:11
7FP,"['F7P', 'P7F', 'P7F']",Solid,2021-06-19 20:49:47
DW3,['WD3'],Solid,2010-11-27 16:20:49
3FX,['XF3'],Solid,2016-10-25 06:56:44
1RR,"['1RR', 'RR1', '1RR']",Gas,2015-09-03 08:59:16
3OW,[],Liquid,2019-12-29 20:46:06
AP0,[],Solid,2015-04-23 08:13:25
RJ1,['1JR'],Liquid,2011-09-07 01:45:01
FR0,[],Liquid,2019-06-13 14:46:34
BW9,['B9W'],Solid,2015-10-17 19:49:09
T4Y,"['YT4', 'Y4T', 'TY4']",Liquid,2010-08-16 05:10:25
8JW,"['J8W', 'W8J', '8WJ']",Liquid,2017-05-04 05:07:29
W0U,[],Liquid,2020-10-29 08:34:05
H7U,['7UH'],Gas,2012-01-31 18:09:13
7SZ,"['S7Z', '7SZ', 'S7Z']",Gas,2020-06-18 00:26:20
1WQ,[],Gas,2019-11-14 21:41:14
J2H,"['HJ2', 'HJ2', 'HJ2']",Gas,2014-04-16 21:31:24
C6J,"['CJ6', '6CJ', '6JC']",Gas,2020-01-13 22:40:04
4SN,[],Liquid,2014-09-14 11:40:49
AO8,"['AO8', 'O8A']",Gas,2013-12-09 17:30:53
U1B,[],Solid,2019-04-12 03:34:16
P6S,['P6S'],Solid,2018-06-02 14:52:46
VV6,"['V6V', 'V6V', 'VV6']",Solid,2011-03-31 16:58:43
6AP,"['A6P', '6AP', 'A6P']",Solid,2012-11-28 22:09:43
RN2,"['R2N', 'N2R', 'NR2']",Liquid,2011-03-10 18:14:21
V2B,"['V2B', 'V2B', 'V2B']",Solid,2014-06-18 22:51:58
0QM,"['0QM', '0QM', 'Q0M']",Solid,2010-04-19 19:25:29
MS2,['MS2'],Gas,2014-03-08 18:56:45
0II,"['I0I', 'II0', 'II0']",Liquid,2016-11-05 05:23:00
I6W,['6IW'],Gas,2020-05-08 04:12:02
Q6B,"['6BQ', 'Q6B']",Liquid,2019-11-26 07:07:06
UR6,['R6U'],Liquid,2020-05-22 09:07:10
EJ1,['1EJ'],Liquid,2012-02-20 01:59:31
W9Y,"['W9Y', 'W9Y', 'YW9']",Gas,2020-10-09 06:35:23
NN9,['N9N'],Liquid,2017-02-05 03:42:58
XE3,[],Liquid,2014-04-11 00:03:20
9GC,"['9CG', 'C9G', 'C9G']",Liquid,2010-11-10 12:49:54
AL7,"['L7A', '7AL']",Gas,2013-08-14 07:09:07
8WE,['8EW'],Gas,2018-10-13 07:05:00
M2F,['MF2'],Solid,2017-03-22 21:26:53
7MO,"['O7M', '7MO', 'MO7']",Solid,2015-01-31 04:21:56
D0X,"['DX0', 'D0X']",Gas,2016-05-21 03:59:37
IG7,['7IG'],Gas,2010-03-02 13:25:52
2RX,"['2RX', '2XR']",Solid,2018-05-22 11:51:31
J5W,"['J5W', 'WJ5']",Solid,2014-01-24 07:37:19
4ID,[],Gas,2011-09-12 08:45:09
9EB,"['9BE', '9BE', '9EB']",Solid,2013-05-02 00:46:39
RA0,"['0RA', 'A0R']",Gas,2010-02-27 12:10:46
8OS,"['SO8', 'O8S', 'S8O']",Gas,2018-07-02 19:17:42
FQ9,[],Liquid,2014-05-10 18:19:38
GZ1,[],Solid,2021-04-02 12:15:38
ZL5,"['L5Z', 'LZ5']",Liquid,2011-12-25 07:35:13
V9Z,['VZ9'],Liquid,2013-06-28 16:34:03
C1P,"['C1P', 'C1P']",Solid,2011-06-29 06:40:37
H7L,[],Liquid,2010-06-21 19:48:29
9EX,"['X9E', '9XE']",Solid,2013-10-30 17:38:17
G9O,[],Solid,2014-10-22 22:18:52
CH9,['CH9'],Liquid,2020-07-14 23:08:44
WC0,"['0WC', '0CW', 'W0C']",Solid,2018-11-03 19:55:20
UG5,[],Liquid,2016-05-26 09:59:37
7EE,[],Liquid,2012-09-08 11:53:34
IC7,['7IC'],Liquid,2017-07-02 03:52:38
KV8,[],Liquid,2021-07-10 14:01:24
J5L,['J5L'],Solid,2011-04-24 00:21:12
V6W,['6VW'],Gas,2011-04-20 03:48:52
W0T,[],Liquid,2021-12-24 19:25:23
DW0,"['0DW', 'WD0']",Gas,2013-09-26 22:00:13
2EL,[],Liquid,2010-07-15 06:53:05
V3W,"['3WV', '3VW']",Liquid,2014-02-06 18:47:43
5ZD,['Z5D'],Solid,2016-07-28 16:30:30
H8W,[],Gas,2012-07-03 23:13:22
H9I,"['9IH', '9HI']",Liquid,2020-03-16 21:13:05
HK4,"['H4K', '4HK', '4KH']",Gas,2018-11-19 00:36:31
Y7B,[],Liquid,2014-07-06 03:35:17
M2K,[],Liquid,2019-05-04 09:17:19
PJ2,"['2PJ', 'JP2', 'PJ2']",Gas,2021-06-15 21:05:32
W6H,['WH6'],Liquid,2016-09-12 08:03:49
3WN,[],Liquid,2014-08-23 20:03:06
MR1,[],Solid,2018-05-23 15:45:54
2BJ,"['BJ2', 'B2J', 'J2B']",Gas,2018-06-04 14:32:24
V0A,"['AV0', '0AV']",Gas,2020-11-27 20:43:25
0KT,"['0TK', '0TK']",Solid,2013-04-26 19:41:09
HL7,[],Gas,2017-04-06 12:35:11
WJ4,"['JW4', 'J4W', '4WJ']",Gas,2017-06-02 16:33:08
C0W,[],Solid,2018-05-21 16:48:42
S1U,"['1US', 'U1S']",Solid,2011-07-14 18:09:14
8ON,"['NO8', 'ON8']",Liquid,2015-08-18 09:34:13
4PB,"['PB4', '4BP', 'BP4']",Solid,2014-05-18 23:07:41
Q8O,[],Liquid,2014-08-30 01:43:58
VP2,['V2P'],Gas,2020-10-11 11:55:06
0WS,[],Gas,2020-06-02 07:10:34
AK1,[],Solid,2018-07-11 21:16:02
9KJ,[],Gas,2018-08-18 21:48:32
PW2,"['PW2', '2PW', 'W2P']",Solid,2012-11-20 09:17:50
EZ9,['E9Z'],Liquid,2020-03-16 08:18:44
LB1,"['B1L', '1LB']",Gas,2017-10-07 12:09:52
RY7,[],Liquid,2021-03-26 21:08:22
M0Q,['Q0M'],Solid,2015-09-22 06:29:25
G6T,"['6GT', '6GT']",Solid,2017-05-04 17:23:12
0PV,['VP0'],Solid,2010-03-30 15:52:03
N1X,"['XN1', '1NX', 'N1X']",Solid,2020-06-12 01:57:35
4XL,"['LX4', 'XL4']",Solid,2015-08-31 00:01:17
7PE,[],Liquid,2016-09-04 15:57:03
MM2,['2MM'],Liquid,2011-10-31 10:51:56
0HU,[],Gas,2014-05-15 22:17:23
B5Q,[],Solid,2011-04-08 02:29:45
E3Q,"['3EQ', 'Q3E', 'Q3E']",Liquid,2020-08-22 21:13:07
L7N,['7NL'],Solid,2014-05-10 13:26:03
H3K,"['3KH', '3HK', '3KH']",Gas,2012-05-08 00:26:53
D5E,"['5DE', 'D5E', '5DE']",Gas,2015-06-17 02:44:52
KZ9,[],Gas,2015-02-19 23:57:57
D7W,['WD7'],Liquid,2014-06-30 05:45:36
9TN,"['N9T', 'N9T', 'NT9']",Liquid,2010-06-03 12:33:18
KQ7,"['Q7K', 'Q7K', 'QK7']",Liquid,2016-05-18 02:02:45
R6V,"['VR6', '6VR']",Solid,2010-05-08 18:28:53
Y4S,[],Gas,2017-03-07 09:17:33
A2D,[],Solid,2021-08-22 19:32:18
4YP,"['4YP', 'P4Y']",Solid,2010-11-12 09:31:37
LR2,"['LR2', '2LR', 'LR2']",Liquid,2017-09-21 23:56:10
SL5,['LS5'],Solid,2011-08-22 10:11:16
IA1,['AI1'],Liquid,2018-09-25 10:17:06
TV3,"['T3V', 'VT3', 'T3V']",Liquid,2015-08-03 14:10:23
6PL,"['P6L', 'P6L', '6PL']",Gas,2014-07-28 18:11:10
9NB,"['BN9', 'NB9']",Gas,2016-07-31 16:31:31
M7U,"['7UM', 'UM7', 'M7U']",Solid,2014-06-23 03:58:29
G2K,[],Liquid,2017-07-16 16:25:36
RN8,[],Gas,2019-04-29 12:03:06
1QQ,[],Gas,2018-07-04 05:48:20
TR3,[],Solid,2018-11-23 15:49:31
KX4,"['KX4', 'XK4']",Solid,2017-06-29 14:37:51
QU1,"['UQ1', '1UQ']",Liquid,2020-01-07 13:51:54
R5L,"['LR5', 'R5L', '5LR']",Liquid,2010-05-07 12:15:19
9LO,['O9L'],Gas,2011-08-22 05:43:28
DR5,['R5D'],Liquid,2017-03-28 09:05:18
OA6,"['O6A', 'OA6']",Solid,2020-03-31 09:44:31
D9V,[],Liquid,2019-12-10 18:18:36
OX7,[],Gas,2012-04-18 13:12:15
TH6,['TH6'],Gas,2011-07-02 15:36:58
1YM,"['MY1', 'M1Y']",Gas,2019-03-26 13:56:37
B8B,"['BB8', '8BB', 'B8B']",Gas,2017-09-15 02:24:54
Z0L,"['Z0L', '0ZL']",Gas,2019-03-01 18:43:17
O5P,"['OP5', 'O5P', 'OP5']",Solid,2013-04-13 14:44:06
FT7,"['7TF', 'F7T']",Gas,2020-12-04 08:06:07
EN1,[],Gas,2015-01-26 15:22:32
9FW,['9FW'],Solid,2018-01-31 20:30:07
0XD,[],Gas,2018-09-07 04:07:51
7BF,"['FB7', 'BF7']",Liquid,2017-03-18 12:05:18
F4E,"['F4E', 'F4E', '4FE']",Liquid,2012-07-09 07:50:47
E1V,[],Liquid,2015-09-05 01:17:21
Z2N,"['2ZN', '2ZN']",Liquid,2010-01-13 02:26:08
T8R,"['TR8', 'T8R', 'T8R']",Gas,2013-09-22 20:02:35
BW5,[],Solid,2021-09-17 01:29:22
ZC7,[],Solid,2013-03-16 10:44:40
M1A,['1AM'],Liquid,2010-12-10 19:00:10
8GE,"['8EG', 'EG8', '8GE']",Solid,2021-08-01 15:25:11
CO9,"['C9O', 'CO9']",Liquid,2019-05-25 14:04:43
0EV,[],Gas,2019-09-05 08:34:47
5LK,"['L5K', 'LK5']",Gas,2019-06-15 06:29:04
CQ9,[],Solid,2011-06-22 16:35:14
1UV,"['VU1', 'V1U', 'V1U']",Solid,2015-07-05 07:58:39
Q4C,"['4QC', 'QC4']",Solid,2012-06-26 15:16:17
5BE,"['E5B', '5BE', '5BE']",Gas,2012-12-10 08:17:20
Q8G,"['GQ8', '8QG', 'Q8G']",Solid,2016-11-19 03:34:16
CY2,"['2YC', 'YC2', 'CY2']",Gas,2010-02-09 07:43:14
FP1,[],Liquid,2013-11-07 03:28:39
Z0Z,"['0ZZ', 'ZZ0']",Gas,2011-05-28 17:28:38
AJ3,['3AJ'],Solid,2018-05-13 04:17:47
U1L,"['L1U', '1UL']",Liquid,2014-10-17 15:16:24
8ED,"['DE8', 'D8E']",Liquid,2017-12-03 23:55:35
YB1,"['B1Y', '1YB']",Liquid,2011-09-11 16:00:36
HI8,['HI8'],Gas,2014-10-04 06:33:12
QY5,[],Gas,2020-06-01 12:42:30
V1P,[],Gas,2020-05-24 06:08:41
F4H,"['HF4', 'FH4']",Supercritical fluid,2010-11-06 22:06:42
XZ1,['XZ1'],Solid,2014-07-09 17:06:27
JP8,['P8J'],Liquid,2015-10-27 23:30:36
7NS,[],Liquid,2020-11-17 07:04:02
1NH,['1NH'],Solid,2017-02-02 03:18:23
1TC,[],Gas,2015-12-26 13:17:36
D5Y,[],Gas,2014-03-01 23:20:48
0RZ,"['RZ0', '0RZ']",Solid,2013-10-08 08:17:32
1TX,"['TX1', 'X1T']",Solid,2021-12-02 18:44:10
O7F,"['7FO', 'OF7', '7OF']",Liquid,2016-10-03 23:59:56
8OF,"['F8O', 'OF8']",Liquid,2015-08-17 16:17:13
T4H,"['TH4', 'TH4']",Gas,2010-07-31 17:21:47
B7N,['N7B'],Solid,2017-07-09 09:27:13
U6U,"['U6U', 'U6U']",Solid,2011-01-12 12:42:08
0GS,['G0S'],Solid,2015-04-10 09:19:39
7OW,"['O7W', 'O7W', 'WO7']",Liquid,2018-02-06 09:13:25
WJ0,"['W0J', 'J0W']",Gas,2018-04-03 00:37:35
AV4,"['VA4', 'VA4']",Liquid,2010-03-06 16:10:08
L3S,"['LS3', 'L3S', 'SL3']",Gas,2012-01-19 15:36:59
9QK,[],Liquid,2020-06-10 09:00:18
QN1,"['1NQ', 'Q1N']",Solid,2020-01-16 04:16:11
D6P,"['P6D', 'P6D', 'DP6']",Solid,2018-09-29 20:03:40
O7J,"['7OJ', '7OJ', '7OJ']",Liquid,2021-07-15 12:00:48
T2A,['2TA'],Solid,2019-08-03 07:24:06
7MH,"['MH7', '7MH', 'HM7']",Gas,2021-03-01 05:45:19
2PD,[],Gas,2013-02-03 00:39:39
NZ7,"['Z7N', 'Z7N', 'ZN7']",Gas,2014-08-23 17:58:28
AC3,['AC3'],Liquid,2019-01-13 14:18:22
C0H,"['C0H', 'CH0']",Solid,2011-02-07 11:27:12
PI1,[],Solid,2016-09-14 18:11:38
LG3,"['L3G', 'GL3', 'GL3']",Liquid,2012-03-26 01:26:16
YL7,['7YL'],Solid,2016-08-06 10:50:58
LN5,[],Gas,2020-04-23 11:28:36
CN9,['9NC'],Solid,2010-08-09 07:43:33
4CE,"['CE4', '4EC', 'CE4']",Solid,2017-10-18 17:30:11
MH2,"['MH2', '2MH']",Liquid,2010-12-05 08:39:16
T8F,['8FT'],Gas,2020-11-03 07:54:05
PT2,"['PT2', 'P2T', 'T2P']",Liquid,2013-10-07 21:22:11
A0A,"['0AA', 'AA0', '0AA']",Solid,2012-02-13 12:57:13
KU5,[],Gas,2010-08-04 06:55:49
O1Q,['QO1'],Solid,2016-02-03 08:34:59
HT5,"['T5H', '5TH', 'T5H']",Liquid,2020-04-23 06:32:24
FB8,"['B8F', '8BF']",Gas,2016-05-26 20:36:05
Z5C,[],Gas,2017-02-22 23:08:22
C3M,"['CM3', 'M3C', '3CM']",Liquid,2010-02-27 03:08:39
0FP,[],Solid,2020-10-03 00:50:27
KY0,"['Y0K', 'KY0']",Plasma,2019-03-09 22:49:48
O1U,"['O1U', 'O1U', 'O1U']",Liquid,2019-02-16 02:17:00
WG6,['W6G'],Solid,2011-05-18 16:09:27
PZ6,"['6PZ', 'P6Z']",Liquid,2016-02-05 17:50:14
F7R,['7RF'],Solid,2015-07-23 11:36:52
R1J,[],Solid,2021-11-03 18:11:17
2ZI,['2IZ'],Liquid,2013-11-10 14:46:41
0DM,"['M0D', '0DM', 'M0D']",Solid,2014-01-23 17:11:33
0HC,[],Solid,2017-12-09 16:23:18
RE8,"['E8R', '8ER']",Liquid,2014-06-09 15:54:31
9RV,['R9V'],Gas,2012-07-12 12:46:02
5XX,[],Gas,2014-10-05 21:48:27
S5O,"['S5O', 'OS5']",Liquid,2014-05-13 04:45:03
0IK,"['KI0', '0IK', '0KI']",Liquid,2013-12-05 16:39:10
4CB,[],Solid,2014-08-29 15:08:29
F9D,['F9D'],Liquid,2018-10-16 18:09:56
D0D,['0DD'],Solid,2016-10-10 04:39:31
1SQ,[],Solid,2017-12-21 08:10:03
7WA,['7WA'],Liquid,2018-08-11 02:53:25
KQ1,"['Q1K', 'KQ1', '1QK']",Gas,2017-01-01 09:47:02
Y4O,['4YO'],Solid,2011-07-10 08:31:08
0AS,"['AS0', 'SA0', 'A0S']",Liquid,2019-04-11 04:17:38
C9N,[],Liquid,2017-01-16 04:38:03
1VL,['1VL'],Gas,2021-01-17 23:43:24
K2H,['K2H'],Solid,2021-03-04 04:08:32
D8O,"['O8D', '8OD', 'O8D']",Solid,2021-02-07 09:02:56
8WT,"['T8W', '8WT']",Gas,2011-08-17 22:52:57
H1A,['HA1'],Liquid,2019-04-05 18:39:19
8DD,['D8D'],Gas,2010-01-14 01:11:19
HW5,[],Solid,2019-12-19 07:41:47
4KQ,[],Gas,2014-08-15 08:00:38
EG3,['GE3'],Solid,2018-10-11 19:44:31
F5Q,"['5FQ', 'F5Q', 'F5Q']",Liquid,2016-07-05 07:14:51
6YD,"['D6Y', 'Y6D']",Solid,2011-11-16 14:48:31
F9E,"['9FE', 'E9F', 'E9F']",Gas,2010-04-23 15:28:57
7NF,"['F7N', 'FN7']",Liquid,2018-03-23 05:27:26
K1Z,[],Liquid,2014-07-16 20:32:30
0HV,"['V0H', '0HV']",Gas,2016-05-08 22:54:21
N5O,['ON5'],Gas,2013-10-25 14:01:46
AK2,"['2AK', 'KA2']",Gas,2019-05-03 11:39:32
1AU,[],Liquid,2011-12-20 05:35:00
K2M,[],Gas,2021-12-22 01:52:23
H9G,['HG9'],Liquid,2018-12-03 19:33:43
9PY,"['PY9', 'Y9P', '9YP']",Liquid,2018-03-22 02:09:35
V7P,"['PV7', 'PV7', '7VP']",Gas,2021-06-24 07:30:54
7ME,"['E7M', 'ME7', 'ME7']",Solid,2021-10-19 22:16:16
5QR,"['RQ5', 'QR5']",Solid,2017-11-21 16:29:09
1SC,"['1CS', 'C1S']",Solid,2011-07-15 22:50:27
HR5,"['H5R', 'RH5', 'R5H']",Solid,2017-09-27 04:33:28
K0P,[],Liquid,2019-07-04 17:11:46
5YO,[],Liquid,2016-12-11 13:45:11
O6W,[],Liquid,2015-02-19 18:42:00
